Target,Predicted Label,Remarks,Sentences
1,GENERAL,भ्रस्टाचार,नेता हरु आम्दानी श्रोत कै भ्रस्टाचार नेता हरु सम्पत्ति छानबिन हुदैन अनि नेता गरेनी भो
1,GENERAL,भरस्टचारि,देउबा लियर जिबितै छन भरस्टचारि निर्मुल पार्ने
1,GENERAL,गधा,लास्ट सोम पान्डे गधा बोले सुन्नैमन थीयन झन तेही खाते बोल्यो
1,GENERAL,गोरु,सोम गोरु रहिछ
1,GENERAL,कालो मोसी ले भरीय को सीसी,काडगरेस कमीनीस्ट सरकार कालो मोसी भरीय सीसी
1,GENERAL,चोर,सब चोर
1,GENERAL,भ्रष्ट बिदेशि को दलाल,एमाले भ्रष्ट बिदेशि दलाल सोमप्रशा भनौदो बुर बुर उफ्रेर ठुला किना गरे हुदा हुँदै बालुवाटार हात पारा
1,GENERAL,भ्रष्ट गोरु,भ्रष्ट गोरु हरुला नौडाडा समुन्द्र पारी नकटाई जनता बिकल्प जागौ जागौ बेलै जागौ
1,GENERAL,चोर भ्रष्टाचारि,लुट लुट साला हरू बाउ सम्पती नेपाल लुट याद राख चोर भ्रष्टाचारि हरु परित्राणाय साधुनाम बिनासचाय च दुसकृताम
1,GENERAL,बौलायो,सोमे कोलि नन्दि बौलायो केहो भ्रष्टचार देखिन भन्छ
1,GENERAL,थु,साले खाते सोम पान्डे थु
0,GENERAL,चाहेभने,जनता चाहेभने राजनीति परिवर्तन
1,GENERAL,चोर फटा गुणडा,अरु होइना बाम एक्ता चोर फटा गुणडा हरु समुह
1,GENERAL,भतुवा,सोम भतुवा लाइ मिडिया लाउनु कान्तिपुर
